Frequency list: Lemma frequencies in entire "AP: comments, Guardian"
__________________

Number	Lemma	Frequency
1801	effectively	42
1802	enact	42
1803	fascist	42
1804	green	42
1805	happiness	42
1806	hilarious	42
1807	horse	42
1808	inherit	42
1809	insemination	42
1810	lay	42
1811	legitimate	42
1812	leviticus	42
1813	restrict	42
1814	settle	42
1815	shop	42
1816	thou	42
1817	abandon	41
1818	analogy	41
1819	anger	41
1820	atandrew	41
1821	atpollystyrene	41
1822	bed	41
1823	below	41
1824	board	41
1825	category	41
1826	character	41
1827	closet	41
1828	commenter	41
1829	divorced	41
1830	earlier	41
1831	fan	41
1832	following	41
1833	humanist	41
1834	identical	41
1835	ideology	41
1836	implement	41
1837	lesser	41
1838	meanwhile	41
1839	myth	41
1840	penalty	41
1841	publish	41
1842	scrap	41
1843	scripture	41
1844	sibling	41
1845	twice	41
1846	westminster	41
1847	x	41
1848	13	40
1849	association	40
1850	atbluedixie	40
1851	atstevhep	40
1852	brilliant	40
1853	called	40
1854	changing	40
1855	conviction	40
1856	declaration	40
1857	derail	40
1858	despise	40
1859	differ	40
1860	document	40
1861	final	40
1862	gene	40
1863	google	40
1864	hypocrite	40
1865	jim	40
1866	keen	40
1867	non-religious	40
1868	powerful	40
1869	preference	40
1870	reaction	40
1871	scared	40
1872	sleep	40
1873	somewhat	40
1874	strike	40
1875	troll	40
1876	unite	40
1877	wed	40
1878	zero	40
1879	abomination	39
1880	activity	39
1881	air	39
1882	arise	39
1883	badly	39
1884	bnp	39
1885	chapter	39
1886	convention	39
1887	development	39
1888	dismiss	39
1889	dup	39
1890	enable	39
1891	expression	39
1892	fairness	39
1893	firstly	39
1894	foreign	39
1895	guarantee	39
1896	impossible	39
1897	inevitable	39
1898	intelligent	39
1899	internet	39
1900	is.	39
1901	ludicrous	39
1902	monogamous	39
1903	ot	39
1904	piss	39
1905	pointless	39
1906	preach	39
1907	primary	39
1908	similarly	39
1909	site	39
1910	successful	39
1911	terrible	39
1912	trend	39
1913	unequal	39
1914	useful	39
1915	whip	39
1916	whoever	39
1917	working	39
1918	anywhere	38
1919	apparent	38
1920	arm	38
1921	atonecommentator	38
1922	balance	38
1923	bedroom	38
1924	blow	38
1925	bond	38
1926	capacity	38
1927	civilisation	38
1928	contain	38
1929	criticise	38
1930	destruction	38
1931	employment	38
1932	evolution	38
1933	explicitly	38
1934	football	38
1935	genesis	38
1936	hair	38
1937	immediately	38
1938	inherently	38
1939	merit	38
1940	michael	38
1941	nadine	38
1942	oblige	38
1943	pr	38
1944	prayer	38
1945	presume	38
1946	previously	38
1947	qualify	38
1948	redefinition	38
1949	relatively	38
1950	resist	38
1951	sight	38
1952	sooner	38
1953	spread	38
1954	stupidity	38
1955	survive	38
1956	symbolic	38
1957	unemployed	38
1958	united	38
1959	validity	38
1960	wedlock	38
1961	2000	37
1962	ad	37
1963	amend	37
1964	blog	37
1965	bottom	37
1966	brand	37
1967	candidate	37
1968	childless	37
1969	closely	37
1970	concentrate	37
1971	convince	37
1972	copy	37
1973	danger	37
1974	field	37
1975	foundation	37
1976	greek	37
1977	intellectual	37
1978	interracial	37
1979	introduction	37
1980	legislative	37
1981	literally	37
1982	multiple	37
1983	patient	37
1984	peace	37
1985	remark	37
1986	responsible	37
1987	rip	37
1988	secondly	37
1989	so-called	37
1990	style	37
1991	supposedly	37
1992	team	37
1993	thy	37
1994	unemployment	37
1995	wont	37
1996	4bn	36
1997	abstain	36
1998	advice	36
1999	ai	36
2000	and/or	36
2001	background	36
2002	bastard	36
2003	behave	36
2004	breed	36
2005	brigade	36
2006	busy	36
2007	carefully	36
2008	cohabit	36
2009	constituency	36
2010	contribution	36
2011	conversation	36
2012	democrat	36
2013	disgusting	36
2014	distraction	36
2015	escape	36
2016	explanation	36
2017	fill	36
2018	firmly	36
2019	flawed	36
2020	gp	36
2021	incapable	36
2022	independent	36
2023	integrity	36
2024	ivf	36
2025	marital	36
2026	mere	36
2027	parenting	36
2028	passage	36
2029	prior	36
2030	prohibit	36
2031	resort	36
2032	stake	36
2033	steal	36
2034	university	36
2035	unnecessary	36
2036	useless	36
2037	victory	36
2038	wrecking	36
2039	'civil	35
2040	60	35
2041	archaic	35
2042	arse	35
2043	atbifocal	35
2044	atnuisverige	35
2045	campaigner	35
2046	confused	35
2047	connection	35
2048	dark	35
2049	disadvantage	35
2050	disappear	35
2051	embrace	35
2052	eve	35
2053	exchange	35
2054	extension	35
2055	fancy	35
2056	formal	35
2057	james	35
2058	libdems	35
2059	mixed-race	35
2060	mum	35
2061	offence	35
2062	pander	35
2063	primarily	35
2064	restriction	35
2065	ritual	35
2066	safety	35
2067	spout	35
2068	statute	35
2069	victim	35
2070	visit	35
2071	worthy	35
2072	40	34
2073	accommodate	34
2074	actively	34
2075	atjjc100	34
2076	atvikinghusting	34
2077	beginning	34
2078	cake	34
2079	complex	34
2080	confusing	34
2081	consistent	34
2082	convincing	34
2083	deliver	34
2084	devalue	34
2085	dick	34
2086	distract	34
2087	draft	34
2088	elected	34
2089	employ	34
2090	energy	34
2091	era	34
2092	erm	34
2093	gift	34
2094	incorrect	34
2095	laughable	34
2096	legalisation	34
2097	meaningful	34
2098	mutual	34
2099	n	34
2100	parental	34
2101	reasoned	34
2102	retain	34
2103	sacrament	34
2104	silent	34
2105	spell	34
2106	succeed	34
2107	sufficient	34
2108	survey	34
2109	tony	34
2110	transfer	34
2111	wage	34
2112	wikipedia	34
2113	__UNDEF__	33
2114	agency	33
2115	alive	33
2116	amusing	33
2117	arrogant	33
2118	at15260360rose	33
2119	behalf	33
2120	breach	33
2121	consistently	33
2122	dawson	33
2123	de	33
2124	defeat	33
2125	deliberately	33
2126	exploit	33
2127	forth	33
2128	hateful	33
2129	horrible	33
2130	hypocritical	33
2131	incredibly	33
2132	insulting	33
2133	iraq	33
2134	isnt	33
2135	lifelong	33
2136	minded	33
2137	nail	33
2138	ownership	33
2139	permission	33
2140	pound	33
2141	predict	33
2142	prejudiced	33
2143	preserve	33
2144	prosecute	33
2145	prospect	33
2146	publicly	33
2147	punish	33
2148	pursue	33
2149	quick	33
2150	rank	33
2151	regulation	33
2152	shock	33
2153	synagogue	33
2154	unelected	33
2155	unpleasant	33
2156	violence	33
2157	1950	32
2158	additional	32
2159	analysis	32
2160	atconifer2	32
2161	atkeyserl	32
2162	atkristinekochanski	32
2163	attechie27	32
2164	chris	32
2165	con	32
2166	crazy	32
2167	custom	32
2168	department	32
2169	divisive	32
2170	expand	32
2171	expert	32
2172	extremist	32
2173	fairy	32
2174	feed	32
2175	finger	32
2176	fund	32
2177	grand	32
2178	hol	32
2179	honour	32
2180	horror	32
2181	ids	32
2182	incestuous	32
2183	mr.	32
2184	narrow	32
2185	newspaper	32
2186	nose	32
2187	paragraph	32
2188	pure	32
2189	sanctity	32
2190	screw	32
2191	sect	32
2192	sham	32
2193	song	32
2194	spirit	32
2195	straw	32
2196	surprising	32
2197	sweden	32
2198	temple	32
2199	tim	32
2200	times	32
2201	tonight	32
2202	village	32
2203	worker	32
2204	atfranzsherbet	31
2205	atgreenshoot	31
2206	atrobertsnozer	31
2207	backward	31
2208	bang	31
2209	banker	31
2210	boring	31
2211	bullying	31
2212	camilla	31
2213	chap	31
2214	clue	31
2215	congratulations	31
2216	contact	31
2217	counter	31
2218	donate	31
2219	endorse	31
2220	ethnic	31
2221	exclusion	31
2222	exclusively	31
2223	finish	31
2224	follower	31
2225	forgive	31
2226	handle	31
2227	hot	31
2228	innocent	31
2229	intelligence	31
2230	loony	31
2231	mainly	31
2232	motive	31
2233	numerous	31
2234	overwhelming	31
2235	perception	31
2236	precedent	31
2237	range	31
2238	review	31
2239	slowly	31
2240	sudden	31
2241	superior	31
2242	thankfully	31
2243	theirs	31
2244	uganda	31
2245	upper	31
2246	virtually	31
2247	30	30
2248	50%	30
2249	abortion	30
2250	atjackflash747	30
2251	atjayjay13	30
2252	atnialltg	30
2253	besides	30
2254	bias	30
2255	blue	30
2256	charity	30
2257	clarify	30
2258	constant	30
2259	content	30
2260	cry	30
2261	disability	30
2262	disestablishment	30
2263	disgust	30
2264	eg	30
2265	expensive	30
2266	firefox.	30
2267	hostile	30
2268	inclusive	30
2269	lefty	30
2270	loud	30
2271	matrimony	30
2272	mile	30
2273	mirror	30
2274	non-issue	30
2275	originally	30
2276	pagan	30
2277	penis	30
2278	pride	30
2279	quadruple	30
2280	quiet	30
2281	racial	30
2282	random	30
2283	related	30
2284	reproduce	30
2285	revolution	30
2286	scare	30
2287	seeing	30
2288	shoot	30
2289	skin	30
2290	substitute	30
2291	suicide	30
2292	trump	30
2293	universal	30
2294	vocal	30
2295	writing	30
2296	'equality'	29
2297	'marriage	29
2298	11	29
2299	7	29
2300	addition	29
2301	al	29
2302	archbishop	29
2303	assault	29
2304	at2hard2guess	29
2305	athotchy	29
2306	atmartin	29
2307	atthisispropaganda	29
2308	backlink	29
2309	combine	29
2310	creation	29
2311	criticism	29
2312	crowd	29
2313	dorries	29
2314	employee	29
2315	employer	29
2316	evolutionary	29
2317	goal	29
2318	gospel	29
2319	hierarchy	29
2320	hindu	29
2321	hmmm	29
2322	homosexuals	29
2323	indoctrinate	29
2324	inform	29
2325	instinct	29
2326	lucky	29
2327	motion	29
2328	nope	29
2329	nowhere	29
2330	occasion	29
2331	pink	29
2332	pleased	29
2333	porn	29
2334	presence	29
2335	prohibition	29
2336	protestant	29
2337	psychological	29
2338	quo	29
2339	raising	29
2340	reciprocity	29
2341	recognised	29
2342	reserve	29
2343	ride	29
2344	roll	29
2345	scream	29
2346	semantics	29
2347	sentiment	29
2348	shape	29
2349	six	29
2350	sympathy	29
2351	virtue	29
2352	vulnerable	29
2353	wholly	29
2354	william	29
2355	06	28
2356	2004	28
2357	2005	28
2358	70	28
2359	accurate	28
2360	allowance	28
2361	arbitrary	28
2362	atfireman36	28
2363	atiantao	28
2364	atjamesgumb	28
2365	attoday12	28
2366	atxpeter	28
2367	authoritarian	28
2368	bearing	28
2369	bestiality	28
2370	bigamy	28
2371	bite	28
2372	bitter	28
2373	boyfriend	28
2374	career	28
2375	classic	28
2376	committee	28
2377	complicated	28
2378	consummate	28
2379	contribute	28
2380	credible	28
2381	daft	28
2382	denial	28
2383	description	28
2384	discover	28
2385	doctor	28
2386	egg	28
2387	fantastic	28
2388	fashion	28
2389	forum	28
2390	fox	28
2391	funding	28
2392	funeral	28
2393	german	28
2394	global	28
2395	herring	28
2396	iain	28
2397	illogical	28
2398	income	28
2399	irrelevance	28
2400	legitimacy	28
2401	meeting	28
2402	music	28
2403	netherlands	28
2404	outlaw	28
2405	percentage	28
2406	persuade	28
2407	prince	28
2408	prison	28
2409	rebel	28
2410	recall	28
2411	render	28
2412	ring	28
2413	rome	28
2414	search	28
2415	select	28
2416	shadow	28
2417	sheep	28
2418	significance	28
2419	student	28
2420	success	28
2421	surrogacy	28
2422	toward	28
2423	trade	28
2424	trot	28
2425	twist	28
2426	unhappy	28
2427	uphold	28
2428	widely	28
2429	abolition	27
2430	abusive	27
2431	accepted	27
2432	active	27
2433	apologise	27
2434	atdrcoxon	27
2435	athamish47	27
2436	atmynameisasherlev	27
2437	attwiglette	27
2438	automatic	27
2439	barely	27
2440	boot	27
2441	border	27
2442	camp	27
2443	canon	27
2444	compassion	27
2445	confidence	27
2446	contradict	27
2447	cos	27
2448	d	27
2449	diminish	27
2450	disapprove	27
2451	et	27
2452	eyed	27
2453	faithfulness	27
2454	fiction	27
2455	fundamentalist	27
2456	gather	27
2457	gay-marriage	27
2458	gordon	27
2459	growing	27
2460	guide	27
2461	gun	27
2462	hi	27
2463	holiday	27
2464	household	27
2465	inherent	27
2466	injustice	27
2467	inside	27
2468	interpret	27
2469	latin	27
2470	lifetime	27
2471	limited	27
2472	literal	27
2473	magic	27
2474	moron	27
2475	mrs	27
2476	murdoch	27
2477	optional	27
2478	owner	27
2479	pain	27
2480	path	27
2481	pledge	27
2482	pope	27
2483	potentially	27
2484	praise	27
2485	president	27
2486	regulate	27
2487	sacrifice	27
2488	safeguard	27
2489	scenario	27
2490	shallow	27
2491	size	27
2492	sum	27
2493	supporting	27
2494	surrogate	27
2495	taxpayer	27
2496	traditionalist	27
2497	trait	27
2498	um	27
2499	unacceptable	27
2500	unpopular	27
2501	valuable	27
2502	warning	27
2503	whenever	27
2504	winner	27
2505	zealand	27
2506	9	26
2507	90	26
2508	announce	26
2509	atdomfloyd	26
2510	atsdu1969	26
2511	bench	26
2512	branch	26
2513	bride	26
2514	cash	26
2515	communion	26
2516	consensus	26
2517	conservatism	26
2518	corporate	26
2519	corrupt	26
2520	credibility	26
2521	dawkins	26
2522	donation	26
2523	elite	26
2524	everywhere	26
2525	exact	26
2526	fantasy	26
2527	fast	26
2528	freely	26
2529	genetically	26
2530	hat	26
2531	homo	26
2532	howarth	26
2533	indoctrination	26
2534	islamic	26
2535	jurisdiction	26
2536	lazy	26
2537	mechanism	26
2538	necessity	26
2539	o	26
2540	oppression	26
2541	origin	26
2542	parish	26
2543	pensioner	26
2544	petty	26
2545	pressing	26
2546	queer	26
2547	remotely	26
2548	rock	26
2549	romantic	26
2550	security	26
2551	sexually	26
2552	signatory	26
2553	sing	26
2554	sun	26
2555	taliban	26
2556	target	26
2557	theology	26
2558	tired	26
2559	tool	26
2560	town	26
2561	tree	26
2562	uncomfortable	26
2563	unique	26
2564	unreasonable	26
2565	worrying	26
2566	annulment	25
2567	appease	25
2568	atcrawfoga	25
2569	atdonuthingeparty	25
2570	atflightlesshedgehog	25
2571	atkasetekorn	25
2572	atleviathan212	25
2573	atnjofra	25
2574	atnteightysix	25
2575	beautiful	25
2576	binding	25
2577	brave	25
2578	burton	25
2579	bury	25
2580	childish	25
2581	clever	25
2582	command	25
2583	conclude	25
2584	conventional	25
2585	convert	25
2586	convinced	25
2587	corner	25
2588	discourse	25
2589	disease	25
2590	disingenuous	25
2591	dismantle	25
2592	enemy	25
2593	firm	25
2594	fly	25
2595	goodness	25
2596	grass	25
2597	grassroots	25
2598	grave	25
2599	herself	25
2600	hint	25
2601	humour	25
2602	inability	25
2603	inflict	25
2604	is	25
2605	leg	25
2606	lift	25
2607	loss	25
2608	march	25
2609	marraige	25
2610	misunderstand	25
2611	nowadays	25
2612	nutter	25
2613	obsessed	25
2614	opportunism	25
2615	overseas	25
2616	polling	25
2617	product	25
2618	professional	25
2619	quarter	25
2620	rabbi	25
2621	radio	25
2622	rainbow	25
2623	rant	25
2624	refusal	25
2625	regular	25
2626	remarkably	25
2627	rent	25
2628	rural	25
2629	scary	25
2630	se	25
2631	secret	25
2632	selective	25
2633	soul	25
2634	standing	25
2635	steve	25
2636	substantial	25
2637	taste	25
2638	technically	25
2639	tough	25
2640	train	25
2641	undemocratic	25
2642	unrelated	25
2643	vague	25
2644	variety	25
2645	wealth	25
2646	yougov	25
2647	'gay'	24
2648	'we	24
2649	1949	24
2650	25	24
2651	apartheid	24
2652	appalling	24
2653	arrest	24
2654	atacewindsor	24
2655	atcitygoer	24
2656	atjimmyyadder	24
2657	atllwynoghen	24
2658	attrubble	24
2659	avoidance	24
2660	boil	24
2661	bubble	24
2662	buddhist	24
2663	cent	24
2664	chamber	24
2665	china	24
2666	compulsory	24
2667	connotation	24
2668	consist	24
2669	contraception	24
2670	cousin	24
2671	cricket	24
2672	defect	24
2673	demographic	24
2674	denigrate	24
2675	desperately	24
2676	detrimental	24
2677	ecthr	24
2678	educate	24
2679	edward	24
2680	emotion	24
2681	empathy	24
2682	empirical	24
2683	examine	24
2684	fake	24
2685	flesh	24
2686	grip	24
2687	heterosexuality	24
2688	incompetent	24
2689	insane	24
2690	inseminate	24
2691	insert	24
2692	intervention	24
2693	kiss	24
2694	machine	24
2695	match	24
2696	material	24
2697	namely	24
2698	obey	24
2699	oil	24
2700	ongoing	24
2701	overall	24
2702	overdue	24
2703	overwhelmingly	24
2704	pc	24
2705	polyamorous	24
2706	pro-gay	24
2707	proponent	24
2708	rc	24
2709	regularly	24
2710	repeatedly	24
2711	richard	24
2712	ruddy	24
2713	scum	24
2714	senior	24
2715	stalin	24
2716	strength	24
2717	subjective	24
2718	sue	24
2719	thin	24
2720	tooth	24
2721	universe	24
2722	venue	24
2723	wall	24
2724	wave	24
2725	worried	24
2726	19th	23
2727	accordingly	23
2728	accusation	23
2729	alienate	23
2730	asset	23
2731	atdiddoit	23
2732	atgulliveruk	23
2733	atmateiclej	23
2734	briton	23
2735	cheat	23
2736	climate	23
2737	commission	23
2738	conception	23
2739	consult	23
2740	cult	23
2741	curious	23
2742	derive	23
2743	diversity	23
2744	duncan	23
2745	emergency	23
2746	expectation	23
2747	fabric	23
2748	fifty	23
2749	found	23
2750	frank	23
2751	guilty	23
2752	haha	23
2753	hall	23
2754	helpful	23
2755	ideological	23
2756	incidentally	23
2757	increasing	23
2758	indulge	23
2759	interference	23
2760	invoke	23
2761	irish	23
2762	journalist	23
2763	kent	23
2764	legacy	23
2765	lover	23
2766	mankind	23
2767	memory	23
2768	method	23
2769	mock	23
2770	moderate	23
2771	moses	23
2772	online	23
2773	oxford	23
2774	participate	23
2775	peer	23
2776	persuasion	23
2777	philosophy	23
2778	preclude	23
2779	predate	23
2780	profoundly	23
2781	proposition	23
2782	ps	23
2783	rarely	23
2784	re-define	23
2785	regime	23
2786	request	23
2787	resign	23
2788	resource	23
2789	ridicule	23
2790	scandal	23
2791	slow	23
2792	sovereignty	23
2793	stephen	23
2794	stock	23
2795	straightforward	23
2796	tackle	23
2797	theological	23
2798	toss	23
2799	uniformity	23
2800	v	23
2801	wake	23
2802	youth	23
2803	'a	22
2804	'i	22
2805	10%	22
2806	70%	22
2807	accident	22
2808	anglicans	22
2809	arrive	22
2810	assure	22
2811	atemptyend	22
2812	atheism	22
2813	ativankirby	22
2814	atmjw0212	22
2815	atsunny15	22
2816	atteaandchocolate	22
2817	bag	22
2818	bile	22
2819	bonker	22
2820	bound	22
2821	boundary	22
2822	browne	22
2823	bugger	22
2824	cheer	22
2825	cling	22
2826	colleague	22
2827	conform	22
2828	cool	22
2829	dance	22
2830	determination	22
2831	disregard	22
2832	endless	22
2833	enforced	22
2834	essence	22
2835	ethical	22
2836	facebook	22
2837	fat	22
2838	foreigner	22
2839	fudge	22
2840	fulfil	22
2841	goat	22
2842	grab	22
2843	hmm	22
2844	hole	22
2845	hugely	22
2846	hunt	22
2847	hysterical	22
2848	ian	22
2849	imaginary	22
2850	joint	22
2851	jot	22
2852	judgment	22
2853	libdem	22
2854	license	22
2855	margaret	22
2856	moan	22
2857	motivate	22
2858	net	22
2859	nevertheless	22
2860	noise	22
2861	nut	22
2862	parenthood	22
2863	partnership'	22
2864	pig	22
2865	pleasure	22
2866	plot	22
2867	polite	22
2868	pop	22
2869	practise	22
2870	propaganda	22
2871	quietly	22
2872	rude	22
2873	said	22
2874	sample	22
2875	satisfy	22
2876	sincerely	22
2877	sneer	22
2878	spite	22
2879	supreme	22
2880	till	22
2881	track	22
2882	unnatural	22
2883	urge	22
2884	usage	22
2885	wicked	22
2886	1000	21
2887	14	21
2888	1960	21
2889	advise	21
2890	aggressive	21
2891	aid	21
2892	akin	21
2893	alan	21
2894	anachronistic	21
2895	ashamed	21
2896	atdrjazz	21
2897	atelevengoalpost	21
2898	atoberynmartell	21
2899	atpeterc	21
