lemma,f
jab,7
tenuous,4
ladder,65
anti-politics,7
violin,19
pertinent,10
slow-burn,3
catch-all,3
combustion,5
six-pack,2
bathtub,6
cartel,32
po-faced,1
gravitas,8
leaner,1
ó,1
non-consumption,1
inferno,1
fortitude,6
bulb,22
outlying,2
justice,150
10-minute,5
mortgage-free,1
frontbench,1
student,374
two-round,1
blame,578
apparatchik,9
duke,2
unsettle,16
byte,2
substitute,56
flash-mob,2
feeding,5
gail,1
soundtrack,19
reconstitution,1
twenty-something,1
abstain,36
terrorism,41
grafter,3
team,683
sauvignon,16
protestant,15
profess,14
villainous,4
adroit,1
revisionist,2
ex-kgb,1
dune,4
insurer,104
ever-soaring,1
shale-gas,1
harbinger,9
brass,21
prosecution,19
motel,1
reserved,6
self-pity,2
neighbour,180
coffer,40
bass,11
camera,108
newby,1
desiccated,1
suppertime,1
balanced,145
tenant,60
disapproving,1
slump,413
reinterpret,1
cheffy,1
preppy,2
yam,5
racegoer,2
bolshy,2
olivier,2
labour,2808
immanent,2
biofuel,1
rump,13
under-21,3
proficient,1
single-sex,1
university,351
depreciation,40
closed-shop,1
grievous,7
lawful,6
doom-laden,5
demand-led,1
unknowing,1
wire-tapped,1
brexit-related,1
unearthing,1
indecisive,13
sensationalism,2
bellow,2
minotaur,1
stern,30
adverse,56
nomination,39
print-out,2
gift-wrapping,1
slam,29
higher-yielding,1
chemr,1
baby-faced,1
wishlist,10
aaa-credit,1
handout,65
byzantine,22
preoccupation,21
front-run,1
tweeting,1
self-catering,9
postbox,4
disloyalty,6
understudy,4
vanquish,13
excoriation,1
android,1
melting,13
sensuality,5
vicinity,3
max,19
beachfront,4
taxpaying,1
keeper,10
four-storey,1
mad,73
legislate,23
seminal,15
fourth-largest,10
torchlit,2
aberration,11
pork,42
hostage,29
accidental,17
functionalist,2
rioja,4
mammoth,11
earthy,8
aquarium,3
match-winner,2
by-election,27
scattering,2
drive-by,2
anti-big,1
bare-knuckled,3
able,1051
assemble,46
flamingo,2
om,1
panic,209
vital,303
quangocrat,6
observance,4
strictness,2
tipster,2
price-fixing,3
nix,1
tactic,93
front-load,3
urbanity,2
defeat,347
liquidate,15
unhamper,1
liqueur,1
excel,19
fn,10
guest,243
franc,55
spatial,1
under-estimate,2
proxy,21
money-off,1
17-strong,1
three-stage,1
crest,5
13-week,2
sweaty,7
rover,3
mo,15
sugary,5
raiser,1
shift,569
synergy,12
sweat,11
scrum,5
showroom,11
pool,188
craftmanship,1
voicelessness,1
draconian,91
abandonment,11
celebration,144
negotiate,223
torpedo,13
verbal,13
anti-eu,30
give-away,2
unlimited,66
non-job,3
eminence,4
congregation,16
disgruntlement,1
avian,1
padlock,2
spanish,976
commute,24
wakeup,2
mr,179
ec,8
genuflection,1
decorative,7
picking,3
demand-side,3
peachy,3
embed,10
fatalism,4
whiskey,2
clutch,57
investigation,115
honeysuckle,7
blue-blooded,1
scum,5
revitalise,15
sluggishness,4
external,240
substantive,27
dogmatist,1
adorn,22
eye-popping,4
cost-efficient,2
policymaking,10
lovable,5
roll,270
purée,14
co-ordinating,1
shire,6
inefficiency,22
temperance,2
fasttrack,2
stern-faced,1
hoik,2
lift,401
understaff,2
over-indebted,3
mollycoddled,1
crude,110
agreed,10
archetype,5
swirling,1
airstrip,2
oligarch,29
only,891
epicurean,1
airspace,5
pedestrianise,1
damnedest,1
surprised,30
piping,4
seaside,38
automate,8
levitation,1
everyday,68
admission,101
accede,5
eminent,9
temper,64
lp,7
bravery,12
urban,73
overtime,9
folder,1
look,3610
nnp,1
gov,1
fou,1
criticised,2
overclass,3
post-marxist,2
inconceivable,20
waltz,7
worthiness,5
roadshow,4
blunderbuss,1
pose,230
oppressed,7
earphone,2
walk,476
right-winger,8
cacophonous,2
rhino,1
fact,1379
unfailing,1
hub,51
capitalisation,11
flipper,1
debunking,1
australian,91
lecturer,26
transmit,15
artsy,1
tropical,14
nonchalant,6
footdragging,1
shiny,35
evaluation,15
seven-year-old,4
speedometer,1
well-intentioned,10
distributor,3
limelight,25
fiesta,9
credulity,2
blackleg,1
shrink,590
high-technology,2
cellist,10
steamy,1
tanning,5
rematch,1
hide,150
cinched,1
prizegiving,1
gargantuan,16
chorus,61
panoramic,2
blighted,20
accustom,7
thrash,28
remodelling,1
scandal-hit,1
under-employed,1
secure,614
classy,19
ambivalence,6
xiius,1
stadium,86
reappraise,1
convulsion,4
telly,2
unequalled,1
prophecy,14
diffidence,1
wrv,1
childish,5
sub-editor,2
devine,7
barley,3
sultan,1
nucleus,2
providence,1
bolster,117
two-year,117
seminarian,1
unreleased,2
love,740
norwegian,23
scorch,10
ex-barclays,1
supremacy,14
insouciant,2
dustman,1
high-fashion,1
empowering,1
µ,29
challenger,47
malicious,5
psy,2
exert,25
mpc,12
tactile,5
disenchantment,9
carnivorous,2
long-run,19
unnoticed,13
self-knowing,1
tournament,60
countenance,41
plaice,2
formaldehyde,1
non-payment,4
paralympic,5
ringlet,1
overstep,9
predictor,2
pauper,3
convoluted,8
pension-fund,1
aka,1
telecommunications,11
satirical,12
high-handed,6
house-hunter,1
latte,1
overturn,37
high-ceilinged,2
nous,9
coronary,3
higher-risk,7
compromiser,1
regatta,2
colonic,1
river,92
overprice,3
settlement,115
emphasis,94
reconciliation,19
statuary,2
stoic,4
floor,154
whopping,16
keynes-based,1
thunk,1
buying,87
despot,3
super-tanker,1
prehistoric,1
overinflated,1
heart-warming,3
carolingian,2
bleat,2
domesticate,1
filling,7
crestfallen,1
simulated,2
grown,1
no-nonsense,6
quayside,1
courant,1
profitability,41
anti-psychotic,1
blunt,52
reflective,9
cosmic,8
miff,1
bizarre,77
coordination,15
prison,162
unannounced,4
decades-old,2
metaphysical,2
redundancy,106
min,23
shrimp,2
m,1569
rusty,8
high,4570
enhance,91
apocryphal,3
crowd-funded,1
neighbourliness,1
phone,185
foresight,11
blow-out,5
indication,83
insuperable,2
ei,1
tourism,103
orchestration,4
goof,1
seven-hour,1
skateboard,2
leaning,8
growth-focused,2
ungrateful,4
setting,79
stalk,26
fraternity,6
vagu,2
head-to-head,12
cpre,4
hostel,6
old-timer,1
fizzle,18
anti-racist,2
greenhouse,17
speed-read,1
condensed,1
curdling,2
third-placed,3
commando,3
freeway,1
heckle,16
piston,2
yo-yoing,1
wholesomeness,1
asymmetry,4
da,9
39-year-old,4
stable,208
networking,14
malnourished,1
counter-view,1
backslapping,2
hungry,56
propulsive,1
third,1053
uplifting,9
lore,2
co-leader,2
tent,40
deplete,24
vitriol,6
appendicitis,1
captor,1
challenging,116
seamstress,5
aspiring,9
clamp-down,1
embarking,1
separatism,3
defend,316
organiser,55
confession,12
breastfeeding,6
ravine,3
late-night,17
smart,108
pigeon,14
canister,2
answer,604
cowardice,7
lao,2
watchword,7
slipper,10
vietnamese,2
organ,12
conclusion,186
victorian,89
porch,4
airmail,1
full-throated,3
posture,16
ashtray,2
oda,1
dedicate,62
barbarous,3
l,18
knock-on,41
raffish,3
non-mandatory,1
jazz,47
behest,13
abdicate,18
hangout,2
problem-solving,4
searchable,1
release,497
detrimental,9
malady,2
esteem,6
cordial,9
wail,6
celluloid,2
loudhailer,1
gut,37
quandary,6
train-operating,1
adultery,1
combustible,2
denouement,25
full-sized,3
halving,5
reasonable,156
mulch,3
prickle,1
do-or-die,2
planter,2
formation,39
slow-burning,3
rubber,31
pay-as-you-go,5
t-they,2
above-average,5
anti-communism,1
fine,422
magnificence,7
beige,8
tenancy,5
stubble,2
rabbi,1
clockwise,9
spring,273
interweaving,1
fanatic,9
extramarital,3
confess,52
recycled,10
nipping,1
weak-willed,2
minister,3632
excellence,45
clasp,4
long-lost,3
trans,1
entrepreneur,114
refuelling,1
titbit,1
sharp,332
film-maker,10
complacency,76
eurozone-wide,4
topiary,1
serve,604
glorified,7
dry,162
contemplation,9
pesky,5
widely-held,1
back,1045
burma,12
longer-lasting,2
kindred,2
tight-fisted,2
toffee,2
cesspit,1
bandleader,6
well-regarded,4
bootlegger,1
depositor,62
irrationality,1
rambunctious,1
excoriating,1
hill,50
blanket,34
accessorise,8
paterfamilias,1
enormous,183
treadmill,9
adulatory,1
wedge,21
encroach,3
morphine,5
soliloquy,1
benevolent,6
maddening,1
gen,20
catchup,1
dowager,3
warming,24
volcanic,25
46-page,1
corresponding,12
extremis,13
post-2008,3
structuring,1
region,639
embroil,25
printable,1
emitter,1
caravan,24
decommissioning,2
overmighty,1
suitability,6
high-velocity,2
reelection,6
plunge,298
coward,5
frit,1
mortis,1
state-owned,48
shelf-life,1
weld,3
ex-governor,2
chainmail,1
18-member,1
galaxy,8
pious,11
vote-loser,1
avid,10
futile,32
otherness,2
reinvigorate,21
two-decade,1
dreamworld,1
chiller,2
immune,82
allocation,34
infinitesimal,2
three-seat,1
re-balance,3
petticoat,4
multicoloured,2
moralist,2
windfall,83
shoo-in,3
recalcitrant,7
sh,5
lsd,1
bankster,1
powerhouse,68
tyranny,9
swaggering,3
mindful,22
tormentor,4
dousing,1
rising,2
china,13
excess,237
drab,16
expat,27
gooey,1
squall,7
replan,1
micromanagement,2
prioritisation,3
innocence,24
puree,1
mid-july,8
cross-breed,1
elate,1
blissful,5
off-season,3
sound-bite,2
windowpane,1
concert,105
itch,13
crystallise,24
streaming,7
outcome,369
brioche,1
sham,12
drowning,1
slg,1
pessimist,23
lilac,3
growl,5
evader,8
ranch,4
crime,336
travesty,10
jetsam,1
tre,3
embalmed,1
wartorn,1
lemon,47
reprint,10
situation,707
denier,10
bulwark,2
lose-lose,2
second-tier,2
asset-rich,1
date,354
talon,1
marking,3
pin-drop,1
pile-it-high,1
wrapping,4
recidivist,5
resist,228
infinite,12
addressee,1
update,251
afrikaner,1
self-justification,1
important,894
competitor,62
buoyant,71
exclaim,8
gi,1
unappealing,5
life-chance,3
wash,106
overborrowed,2
glitzy,13
subcontinent,2
horticulture,6
record-low,1
pre-global,1
tight,244
striking,120
book-keeping,1
heavy-handed,8
squadron,7
memory,255
clapped-out,4
patronage,20
higher-education,1
deliverable,8
mixed,76
reappraisal,4
nationhood,6
edifying,2
roundtable,1
manifestation,24
disenfranchise,3
elicit,10
papacy,5
witter,2
consist,46
evangelism,2
near-term,25
thriller,27
natch,3
precedent,76
starchy,1
painfree,2
blather,1
or,7
macho,11
attendance,25
gloating,2
lackey,3
utilise,8
coal-mining,1
plight,71
non-discretionary,4
bombed-out,6
warren,2
advance,260
godfather,10
promised,8
eyelash,2
applicant,17
quiche,5
welding,3
mhz,4
panagioti,1
helmet,17
jerry,6
veto,152
urine,6
melancholy,10
sacrament,1
month,4045
worst-performing,2
scandalise,5
round-the-clock,3
mish-mash,1
calendar,36
chatter,22
unite,214
prevalent,15
decelerate,3
sfo,1
powderkeg,1
rollover,12
green-eyed,1
exporter,51
post-summer,1
california-based,1
teasing,2
inhumanity,3
murderous,9
thatch,1
velvety,3
indiscriminate,2
flooding,21
conceptualise,1
15-minute,7
contributing,3
petitioner,1
speechwriter,5
sauna,8
salve,3
tester,3
festivity,18
curl,9
revitalisation,1
two-pronged,1
victor,21
guitar,10
mouse,14
bridgehead,2
helter-skelter,1
sensible,213
radicalised,2
playfulness,1
ridicule,26
mass-audience,1
eurozone,4717
destiny,68
karren,1
adult,175
tonic,14
apropo,1
respray,1
centurion,2
meteor,1
commuter,51
hard-hat,1
fatherhood,1
21-year-old,12
become,3059
semipermanent,1
under-age,6
governess,2
mothball,3
tess,3
wildness,1
expect,3392
deride,25
rider,11
bottle,152
quirk,19
lurch,64
inclination,9
deduce,4
cheque,75
fictional,20
bedraggled,2
genteel,10
ercol,1
recording,27
program,22
fracture,39
intravenous,1
persist,101
fully-funded,2
ffp,4
face,3156
quadruple,24
underdeveloped,1
revaluation,12
preconceived,2
epoch,2
qualification,40
pulp,5
pollyanna,1
law,724
picker,6
sugarcoat,2
cross-bench,1
perch,20
inheritor,3
drinking,55
ex-lover,1
smuggling,9
repentant,1
scrounger,13
dirt,9
toaster,2
pre-internet,1
quanitative,1
bay,40
conflict,176
referential,1
draft,171
undercut,30
now-defunct,1
drip-drip,4
self-driving,6
witch-hunt,3
immaturity,1
unit,234
tang,4
pruning,11
composer,70
inquest,4
son-in-law,7
lib,267
twang,6
undershoot,19
backoffice,2
reducible,2
flippant,5
rope,28
devastating,67
tremor,20
ex-employee,1
pot-bellied,1
draw,761
pirate,7
left-of-centre,8
rift,73
debut,56
cog,3
demerge,3
dwindle,40
blood-red,1
15-day,4
consensual,5
nimble,9
wholesale,53
snuff,18
anal,1
overthink,1
desperado,1
manmade,1
page,330
leeway,28
eurzone,1
bulgur,1
bummer,1
rank,192
conferencing,1
goodly,1
directing,1
overspend,31
whistle-stop,1
patronisingly,1
notion,100
nether,2
prodigal,2
mincer,1
ranking,37
beatify,3
peroration,1
worst-funded,1
explode,64
underplay,7
50-page,2
silken,7
tenor,15
rotten,28
cavil,2
chief,1713
cml,1
super-strong,1
austerity-afflicted,1
denude,3
gripe,9
eldest,22
flatten,25
pummel,6
prescribed,1
petri,2
wastage,15
pre-pack,1
foody,7
french-led,7
briar,1
buccaneer,3
bustup,1
bulgarian,8
balaclava,5
flagging,17
bigamist,1
absenteeism,1
escalate,133
counterbalance,10
deferential,3
outnumber,17
paean,12
breastfeed,17
oil-producing,2
subordinated,5
imf-style,7
match,319
full-blown,74
howitzer,2
home-brew,1
creature,30
much-loved,13
caper,7
god-fearing,2
found,113
rendition,15
embroidery,11
countercyclical,1
detect,46
lace,27
post-colonial,1
hoarder,7
unjustified,19
ergency,2
bearskin,2
ovarian,2
platinum,19
mantra,53
24-carat,1
remix,1
famous,231
midwife,21
mixer,2
consolation,20
monk-like,4
waterlogged,1
half-time,6
characteristic,55
hellenic,7
cloudy,5
election-winning,4
rethink,72
abusive,7
russian-language,1
satellite,40
training,209
southwest,5
vuvuzelum,2
wade,21
principality,5
paramilitary,5
hobbyist,3
approval,194
near-zero,17
sublimate,2
ex-lib,1
usurp,6
curd,1
jumbo,5
directorial,1
broadly-based,1
back-office,9
throe,9
meaning,60
multicultural,7
stool,13
conclusive,7
consulate,7
patio,6
fluorescent,8
third-world,1
horrify,19
photocopier,3
fervent,8
one-trick,1
insubstantial,3
thousand,495
sick,107
computerise,2
temporal,3
independence,556
sleeve,40
qatari,3
lawless,4
trialle,5
outback,3
arabian,2
tampon,1
mose,3
demand,2472
thank,102
unfeasible,3
mnemonic,1
entirety,9
12-week,2
dolphin,3
homebuyer,12
niceness,1
lugubrious,5
mistrustful,3
heft,6
insanity,11
freelancer,2
expansive,5
abound,20
abhorrent,3
middle-market,1
centennial,1
bandana,1
willingness,86
adept,12
advise,175
fast-paced,1
pamper,1
ftseurofirst,4
ousting,1
playlet,1
snorkel,4
dais,3
ungallant,1
magnifying,2
dehydration,2
euphemism,9
superimpose,2
intoxicated,1
lamp,25
furore,20
doomed,13
winery,13
source,669
second-home,3
feint,3
fine-dining,1
thorny,7
barber,6
flog,9
wunderkind,2
laborious,4
perpetual,44
unquestioning,3
drilling,17
waxworks,1
ascendant,7
chintzy,1
merge,47
contrition,6
forearm,2
consequential,4
campaigning,72
paucity,8
subtraction,1
circumstance,351
perplexed,3
turnpike,1
notice,237
jeweller,12
nicety,3
humorous,6
welfarism,1
fashion,475
riche,1
unshaven,1
iniquity,6
inborn,2
excluder,1
spa,54
cardinal,20
harmonisation,12
arable,1
smithereens,1
untaint,1
macramé,2
affliction,9
talkie,1
hmic,1
early-onset,2
schlep,1
bound,24
ex-european,1
migrant,144
well-worn,1
anti-finance,1
amuse,22
physiological,1
leftw,11
mismanagement,35
thereabout,2
inequality,130
sneak,24
washing-up,4
suburbia,3
rediscovered,1
dungarees,2
watch,721
explore,170
powers-that-be,1
roughshod,4
twix,1
face-painting,1
politician,1217
founding,37
bunker,8
above-inflation,22
culmination,8
freewheeling,2
plasterer,2
paso,1
bill,918
gent,5
yellowish,1
shawl,4
after-school,1
lieu,8
tubthump,2
skylark,1
childbearing,2
dishonesty,4
queen,225
wolfish,4
fingerprint,7
buzzword,9
doorbell,2
power-broker,2
pre-crisis,98
theorist,14
market-beating,1
post-dave,1
mushroom,22
excoriate,5
bloodlet,3
diplomat,107
permission,64
government-imposed,1
bubbling,1
well-resourced,1
flay,3
motorway,48
bavarian,16
impound,1
squid,2
stringy,4
re,3
stonewall,1
rapist,2
fisticuffs,1
four-page,1
too-big-to-fail,1
semi-barter,1
geeky,1
jar,29
smug,20
manipulator,8
triumphing,1
inflate,53
multi-volume,1
exposé,1
novice,13
non-voting,1
inference,3
wuss,1
flying,1
single,1263
congratulate,33
oneself,8
sodden,5
knee-jerk,13
oasis,6
vertigo,1
tail-end,1
slaughter,31
solipsistic,1
mask,79
thrashing,1
slit,3
overlay,6
mud-slinging,6
on-hand,1
toolkit,2
southernmost,2
modern,566
headroom,13
strengthening,14
charmer,4
solace,9
resourcing,1
decade,1177
self-employed,24
10-month,5
raddled,2
overexpansion,2
validation,6
dial,23
blockbuster,30
mawkish,2
disburse,15
faq,1
plain-clothes,1
signaller,1
life-span,2
anti-fascist,1
purr,4
policy-making,19
insult,60
speaker,50
glitch,6
unresponsive,4
bobby,19
cameron,3
deindustrialisation,4
virus,14
unsettled,22
veer,26
crux,6
blogger,12
parquet,2
bright-eyed,1
first-team,4
omerta,3
faction-fighting,1
expertise,69
trooper,2
full-length,4
ze,1
monarchist,10
behold,10
fairy-tale,12
cupboard,28
geologist,1
sixth-former,1
inflationary,106
weep,22
non-binding,1
hack,33
consign,20
synchronica,1
wipe-out,2
earth,103
doubtful,29
frail,16
moth,5
handwriting,4
re-creating,1
modernisation,18
collegiate,2
payload,1
tackle,443
courtship,6
lute,3
rendering,1
soft-pedal,1
niche,20
optics,2
st,2
shame,111
big-buck,1
best-selling,16
putsch,13
once-great,2
transform,196
corset,10
landfill,8
discovery,40
scroll,2
flak,9
crabbed,1
western-backed,1
swindle,4
clear-cut,6
like-for-likes,3
coking,1
jungle,29
ivy,1
scrappage,7
cascade,15
reek,5
visualise,4
novellum,4
high-point,2
port,89
flout,11
downer,1
defaulter,2
dismember,1
tighten,333
contented,5
despair,77
supervision,41
cheap-and-cheerful,1
memorial,28
airway,2
broad-ranging,1
giggly,1
republican,132
deflect,17
convey,41
hearth,1
poverty,301
repatriate,19
41-year-old,4
lederhosen,1
recuperate,4
fry,20
illness,49
sideburn,2
four-letter,2
meltdown,133
variant,39
implicate,7
narked,1
matrimony,2
ecb,970
haggle,7
breakneck,8
co-presenter,2
country-wide,1
91-year-old,3
od,9
dosa,1
icc,8
acidification,1
delinquency,1
entire,342
discontent,64
desperation,22
trampoline,2
collapsible,1
infuse,7
top-down,20
undemocratic,15
usage,12
subgenre,1
airstrike,1
veneered,1
whisky,38
tongue-in-cheek,4
lifeblood,9
continuum,3
stroll,40
embarkation,1
account,1047
growth-led,1
guesstimate,1
reconfigure,9
reinforcement,2
rickshaw,1
pigskin,1
dictate,93
left-field,3
jihadist,11
raqqa,1
hang,229
disproportionate,28
ill-effect,2
abundance,9
sun-kissed,2
wolf,28
fragmentation,11
three-point,3
brownfield,3
marble,34
wizard,2
pallid,2
thornton,1
regi,1
diarist,3
class-warfare,2
anti-scottish,1
tail,68
moderate,129
muted,34
dealings,20
outrider,9
flap,8
boutique,41
polishing,1
confidence-and-supply,1
whooshing,3
shine,60
paradoxical,10
rout,42
grandma,3
twin-track,3
parameter,10
lolly,2
therapy,54
lifeboat,10
collaboration,41
doc,4
polarise,14
notable,56
certificate,13
underwhelming,11
presumption,10
fussy,6
top-tier,2
lively,39
berry,14
proletariat,2
troth,5
narration,1
lock-step,3
hot-blooded,1
pretax,9
debt-financed,2
bookend,2
squaddy,1
start,2589
smirking,3
satanic,7
slimy,2
skirmish,10
armed,31
bewilderment,7
straddle,7
wonderland,5
well-appointed,2
rechristen,1
doctored,1
footnote,7
disloyal,6
racial,16
carousel,4
drone,24
british-made,2
desperate,218
mooted,5
soft,202
elixir,5
sinking,5
double-take,2
cardboardy,1
sterlingisation,2
under-served,1
archaeologist,12
please,147
expansionism,17
dewy,1
mama,5
enthralling,2
risky,126
bosomy,1
wag,10
compiler,1
syrian,39
dregs,2
werewolf,1
genderless,1
counterfeit,3
prestige,17
all-in,1
hermit,1
all-purpose,2
calm,194
fete,20
current-account,1
high-risk,17
playground,21
low-wage,3
tunisian,3
grace,72
pylon,3
derelict,6
thin-skinned,3
venerate,4
new-look,5
disappointment,77
unmitigated,10
posthumous,3
toenail,4
smugness,7
déjà,5
melrose,1
tantric,2
bulletin,20
rotate,23
didactic,1
intermingling,1
sarcasm,1
incompetence,49
sponge,12
whimsy,3
rip-roaring,3
boyfriend,25
ructions,10
tax-evasion,1
afraid,116
snippet,4
low-intensity,1
shimmy,4
tactician,2
stand-off,46
merciless,5
self-control,2
neighbouring,29
fraternal,2
journalistic,8
impertinence,3
curiously,1
gold-plated,17
encampment,2
on-demand,4
delight,100
occupied,10
categorise,4
unenforceable,1
smart-arse,1
grandiosity,1
der,1
subordination,5
buoy,66
medic,4
fruition,9
sweating,4
sequence,32
six-year,18
abbreviated,1
gangbuster,2
bacon,30
off-balance,6
big-city,1
dizziness,1
ballet,48
conformism,1
near,227
lowly,13
maisonette,1
taunt,26
liberating,8
greenery,4
mcdonald,2
col,1
swindler,1
wagon,7
two-minute,2
dovetail,2
incubate,17
relegation,18
statuette,1
war-time,2
depravity,3
inconsequential,5
austerity,8402
loll,4
fingernail,1
y,24
tide,74
long-cherished,2
foundation,127
bile,3
transitional,4
steadying,4
34-year,1
surprise,547
liable,35
super-flexible,1
perceptive,3
ghanaian,3
subordinate,19
greed,31
workmanship,3
segregation,6
inbalance,1
welfare,941
catapult,17
relaxing,8
programming,20
industry-wide,1
collegiality,1
npl,8
fidence,1
bandstand,1
homophobic,4
regroup,5
mezze,1
sunseeker,1
serious,665
regal,8
wilderness,20
chat,71
milkshake,4
leader-elect,1
sausage,44
decision-making,33
individualise,1
enlist,12
mercantilist,11
bmus,11
worthy,56
kohl-rimmed,1
brill,1
counterterrorism,1
tap,137
over-the-counter,4
subsume,11
establish,521
lard,5
urn,2
globalization,1
thing,2632
free-market,45
sumptuous,22
ooh,2
calculus,6
third-quarter,33
prescience,4
swimwear,5
shrunken,6
ne,4
ever-greater,1
decarbonise,3
juniper,3
dapper,3
mega-rich,4
moat,1
anguish,17
misfit,3
re-emphasise,1
diversionary,1
serviceable,4
tenet,9
blender,1
clueless,8
vice,42
lolloping,1
radical,555
white-collar,2
ink,11
deferral,7
half-finished,1
fragmentary,4
represent,558
nail-biting,5
choral,3
patten,1
untold,12
shocked,9
finlandium,2
staccato,5
unpack,3
confirm,417
buckwheat,2
invitee,1
rejoin,6
artichoke,4
all-weather,3
communist-backed,3
scapegoat,13
vibraphone,1
marigold,1
stubborn,15
diatribe,3
avoider,3
vulgar,13
stabilize,3
englander,4
25-man,1
fascination,29
biking,2
ammonite,3
demur,6
crc,1
fold-up,1
pre-tax,197
rehabilitate,11
booty,2
tastebud,1
industrial-looking,1
cosy,38
val,12
north-east,12
quantitiative,1
prospective,40
over-indulgence,2
vituperation,1
demonise,18
styling,11
prioritise,71
rand,1
peacock,6
captain,51
sequel,16
cid,2
harsh,239
havoc,66
twin,69
supply-side,74
footprint,24
trajectory,119
conceited,1
superwoman,1
paediatrician,6
long-time,18
backroom,10
longish,1
tow,8
cheapen,1
shutdown,14
dustjacket,1
luvvy,6
synchronize,1
alloy,6
performance-linked,1
vitality,13
electorate,185
life-saving,10
reasoning,10
improvisatory,3
operetta,2
misery,119
uk-born,2
lido,1
bilingual,1
just,1
crash,377
mind-numbing,1
intergenerational,12
disruptive,21
saw,12
high-net-worth,1
consensus,229
starter,59
boyish,10
gibbering,1
come-hither,1
bake,36
debunk,7
costa,1
thermometer,2
zero-hour,4
interweave,1
sme,22
purposefulness,1
uncomfortable,76
ghastly,29
panamanian,1
earnings,419
squib,6
flip,17
batten,15
all-clear,2
masalum,3
image,275
topical,10
cleggite,3
expressionism,6
debt-laden,16
on-air,1
overindulgence,2
carcinogenic,2
divine,16
one-man,10
cross-cultural,2
irretrievable,1
fictionalise,2
carnivore,4
broadside,13
obr,566
debasement,5
principle-based,1
on-track,2
interpretation,36
endearment,2
whistle,25
cash-generative,3
drug-addled,1
distressing,6
up-market,2
communication,84
flatlining,4
forge,97
modicum,5
roly-poly,1
bigg,1
balance,976
barometer,24
hatchet,5
disassociate,2
negro,2
limestone,5
ap,2
salivate,2
unaffordably,1
tns-sofre,2
anybody,107
concept,134
spout,11
yoof,1
low-impact,2
ever-deepening,1
sculpted,1
motionless,1
much-heralded,1
absurdity,28
artistic,62
ark,2
titillating,1
stipulation,4
pockmark,1
fallen,1
deep-pocketed,1
sovereign-bank,1
neck,70
building,635
accountable,31
47-year-old,1
ace,17
unforthcoming,1
hypnotherapy,1
scupper,24
leisurely,10
labelling,4
rachet,1
grand,185
europhobic,1
downstairs,3
short-termism,5
transgressive,3
merger,57
jamesian,1
arson,5
overstretch,15
motorcycling,3
well-spoken,1
wrinkle,10
chemotherapy,5
phone-hacking,2
hangar,4
forested,1
apostate,1
pare,38
fishy,2
portuguese,168
regimen,3
coercive,3
tangle,12
panache,13
witch,16
béarnaise,1
acceptability,3
team-building,4
affection,38
sat-nav,1
tureen,1
obeisance,2
also-ran,4
funfair,1
weekly,117
counterfactual,4
darkening,4
strappy,3
outrageous,52
solicitor,16
squillionaire,1
wide,540
gnawing,6
smuggle,11
self-interest,23
best-paid,10
operation,370
eton,8
goal-scoring,1
juxtaposition,10
re-embrace,1
decontaminate,2
auxiliary,5
banker-bashing,3
blue,182
lithuanian,1
sub-national,1
sheriff,3
streamer,6
disembark,4
rate,4612
idiocy,12
refugee,94
bin-bag,1
successful,361
kangaroo,3
brainpower,2
nine-hour,1
ratchet,56
sensational,20
locality,4
publican,1
ditty,2
over-heat,1
shoo,1
express,243
rouge,1
penetration,8
tangled,4
churl,1
gun,104
monarchical,3
second,1867
follower,35
fashionista,6
pound-for-pound,1
pay-day,1
widespread,171
perfume,12
probity,14
friction,8
embellishment,2
byproduct,1
softness,5
deficient,10
off-duty,3
better-educated,1
guru,34
nick,14
reclining,1
speculate,46
firebird,2
barbarism,2
military-based,1
dump,81
grammy-winning,1
booing,4
secretary-general,5
propeller,1
democrat-dominated,1
proud,158
id,7
vote-winner,2
six-strong,1
expulsion,22
self-defeating,92
jugular,3
lifeguard,1
phrase,127
federation,22
superior,35
banging,2
sniping,3
impeachment,5
non-uk,2
casting,12
fluidity,2
eyelid,6
interstate,1
conjuncture,1
unify,20
pastoral,4
tattoo,16
conservative-led,12
unarguable,5
wallflower,2
towel,28
homeless,19
unrepeatable,1
unnecessary,86
strapless,6
unrelated,12
familial,3
rock,177
bottled,3
recriminate,1
pp,36
whittle,20
brochure,13
intermingle,1
high-density,3
party-pleasing,1
exacerbated,1
tsipra,2
varied,12
shipshape,1
tltro,4
gazump,1
acquire,128
medal-winner,2
opinion,399
nut,22
retrain,4
de-politicise,2
repeated,13
controlling,2
half-sister,2
messus,1
lesson,303
neocolonial,3
homeownership,2
quietness,1
monument,32
palladian,2
vengeance,24
bn,1844
shower,57
debit,15
fullblown,6
scuttle,4
heavy,262
lackadaisical,1
back-breaking,2
yolk,3
revolutionary,62
euroscepticism,10
fibre,11
spectral,3
dressage,3
youngish,2
inexact,1
disinflation,4
flapper,1
capricious,6
set-piece,7
wharf,1
stalinist,3
twelfth,1
congenial,3
inventiveness,6
mid-term,15
socialise,16
jaunt,4
undiluted,6
dvlum,1
holding,128
44-year-old,4
tax-cutting,13
gremlin,1
popup,3
erotic,20
dither,19
comestible,2
condom,5
surpass,41
undreamt,1
firing,38
transferable,16
ungainly,5
taxpayer-owned,2
landscape,146
north-south,44
sarcastic,5
eco,6
grasp,134
weave,29
disinflationary,4
awning,1
